Content,Sentiment
believe ever evil wicked television program air united state 700 club today equivalent ku klux klan 20th century hatred good sweet human pure beyond ability understand daily constant attack upon million million american well billion human world happen share bigoted cruel monstrous utterly insane view humanity beyond anything television ever seen lie spout ridiculous lie try pas truth idea life death god sin devil preposterous actually seem mentally ill lost fantasy sane people know religion drug let get addicted type fantasy however 700 club class truly cult believe freedom speech way spread hatred lie disinformation fantastic idea beyond limit hope one day american psychiatric association finally take study people delude way people let sink deeply fantasy land religion longer real concept reality treatment afflicted individual sorely needed country many people completely lost mind fantasy religion 700 club though even horrible rise legal definition cult due 700 club vast wealth conned daily million american locked deceitful grip law country seen movie matrix know movie metaphor religion earth evil one top religion drain one trapped cruelly abuse selfish purpose million held death sleep slowly drained life force represent many people belong religion lost ability perceive really going around le civil time good townsfolk would run monster associated 700 club town torch pitchfork today world people lost choice choice television presented way rid 700 club plague television rating system v chip tv also rating called r religion rational people concerned parent could easily screen vile intellectual brutal emotional rape presented 700 club every day country child,neg
movie several thing going feel good story character actor likable realistic present fine performance important believe dennis quaid know grip throw baseball robert redford looked good throwing swinging bat natural kevin costner love game bull durham major league tom berenger charlie sheen looked like knew many others picture pure silliness funny many earlier baseball movie even story might interesting presented lack baseball ability part lead ludicrous respect stratton story strategic air command jimmy stewart looked believable professional baseball player overweight non athletic elderly uncle softball game family reunion virile physically robust star e g gary cooper lou gehrig robald reagan grover cleveland alexander dan dailey dizzy dean also exhibited degree baseball ability would put late round choosing game sunday picnic even coed even uncle involved scene quaid high school team coached one attends tryout devil ray playing two minor league american league ring true participant believable capable addition engaging actor always delivers talented appropriate characterization except degree top scene forced accent portrayal jerry lee lewis definitely target movie 9 good better others genre except natural,pos
picking right moscow showdown supremacy bourne greatest adventure final climax throughout tight 115 min runtime movie take bourne russia madrid paris marocco ultimately new york damon every inch hard trained killer robert ludlum imagined deadly spy movie right underpinned emotion character make believable exactly fine way damon manages combine two polar opposite breathtaking third bourne mission save soul watching ultimatum delivers high octane performance find sweating gasping truly powerful branch idea pull offs look two great car chase fight scene realistic bond v shaw back 63 director greengrass surpassed compelling thriller probably exciting cinema thriller get true pay bourne fan new breed spy thriller standard,pos
enjoyed film yet hated wanted help guy fifty lot friend music business still trying become adult fan groupie money etc hard time adjusting regular life see new band etc getting spotlight almost like begin anew film testament lot old rocker 70 80 going find film sad depressing portrays life old rock star abandoned lost believable way young girl arrives decrepit home reminds hollis maclaren outrageous one lady film cheer film must folk 50 seen rise fall band people knew member watched hurt age creep popularity fade almost perfect movie sad way positive whale must see,pos
well personally like rap still found fear black hat hilarious sure get inside joke knew funny enough make laugh stopped laughing big fan spinal tap naturally check deriviative spinal tap sometimes blatantly film still stood original intelligent funny satire personal favorite back time slave hat protect sun end day tired revolt hat,pos
greeting darkness relief thriller actually thrilling new girl rachel mcadams wedding crasher notebook dominates screen time nice little classic suspense thriller famed horror film director wes craven scream movie nightmare elm street craven even cameo one passenger plane make one work realism first 15 20 minute see mcadams interact 4 5 people either person phone natural meet cillian murphy scarecrow batman begin appears happenstance film really take flight watching two yuppie type flirt audience know something evil brewing bewitching film making plane boarding sequence mesmerizing 30 plus minute onboard excruciatingly claustrophobic craven keep u guessing involvement others anyone come rescue many thriller letdown occurs climax lamb turn superhero interesting plot device lead u believe little rachel necessary pent frustration see help cringe bit overdone scene involve irate hotel guest annoying airline passenger cillian injury fx hotel strength film character development psychological game lead sadly fine screen veteran brian cox utilized overall average suspense thriller worth seeing finale,pos
generally known anthology film fare well american audience guess prefer one standard plot line new york love second phase series anthology film dealing city people live love first paris j taime really enjoyed film made several segment written directed different director french funny segment directed joel ethan coen like paris one also anthology directed several different director fatih akin mira nair natalie portman shakher kapur etc also like paris deal new yorkers love city live feature top notch cast featuring like natalie portman shia labeouf christina ricci orlando bloom ethan hawki also feature seasoned veteran james caan cloris leachman eli wallach julie christie story really fly others although suppose depend individual taste ruin anybody else revealing one worked one word next entry series shanghai china rome italy berlin germany athens greece question spoken mainly english bit yiddish russian english subtitle rated r mpaa strong language sexual content,pos
think everyone quite disappointed sci fi flick one thing directed tim burton another thing remake supposed classic found boring gross ridiculous seen know mean everyone imdb say crap boy right avoid snorer 1 10,neg
movie shown bangkok fanfare even theater failed miserably apparently story writer hold water something definitely missing opinion people must reason watch historical glimpse past accuracy history look entertainment movie lack substance way movie right somehow make change stand kind legend instead story legend certain element try tell something people forgotten time meaning sacrifice nationalism etc called central theme movie fails answer would watch anyway least strange legendary flying elephant psychic king eccentric king king would lovely something would added greatly movie appeal guess appeal plain vanilla movie got appeal story next thing concentrate marketing term call must see upon hearing title movie people would say oh must see appeal kingmaker redo title call king make black comedy old siamese day style dr strangelove would much interesting narrative like experience foible king first person goof would made movie extremely funny movie today must see appeal spiderman men x title speak familiar character movie island appeal advertising asks still believe island movie retitled king might ask question still want king parhat,neg
movie great film basic cinematography screenplay acting setting etc also realism movie could take place farm rural setting make difference movie take place louisiana would take place kansa story message includes would remain movie show family value connection older audience time show youthful behavior younger viewer everyone watch walk away something touched personally know ending hit way close home burst tear every time watch ending stress importance farm safety everyone ever worked farm need see film paying attention carelessness get dangerous situation,pos
one scorsese worst average thriller thing recommend de niro playing psycho finale typically genre e top yet another almost invincible immune pain villain like 60 original version much improvement idea scorsese wasted time remake considering bad recent movie referring dull buddhist movie one new favourite actress blond girl di caprio even bad comparison considering spielberg wanted remake could far worse,neg
gypo nolan victor mclaglen poor anyone earth living 1920s ireland gypo fellow irishman part underground rebellion oppressive brit one particular rebel wanted murder english arrives back town secretly think trust friend gypo 20 reward prof tempting gypo get friend killed sink pit despair drunkenness meanwhile irish rebel searching informer right away gypo money burning hole pocket main suspect friend want believe story informer simple plot complex moral emotional issue easily one john ford emotionally involving film gypo wrong certainly understand motif also understand sorry character lot sympathy arises script suspenseful well kind suspense pretty sure know everything end grit teeth bear along acting remarkable victor mclaglen acted many ford film probably gave best performance oscar every performer film deserves kudos addition amazing script acting informer one john ford expressionistic film love darker side ford mood well theme informer reminds two favorite ford film long voyage home 1940 fugitive 1948 also bit similar grape wrath 1940 respect,pos
purist waste time otherwise hold onto hat enjoy adventure loved stewart granger deborah kerr version seen dozen time film every bit good different detail difference would spoil film also pleasure see alison doody huge indiana jones fan patrick swayze good quatermain supporting cast superb find quality supporting cast one trademark hallmark production film exception cinematography splendid score perfect looking entertainment disappointed,pos
imagine victorian literature slowly sinking mire increasingly distant past pulled weight skirt along come television best redemptive power dramatisation like bbc produce finely victorian literature get new stab life religious theme moral overtone may increasingly ill ease world longer easily shocked acquainted cohabitation affair domestic violence old well told story enduring power one hidden gem hard gauge today forceful feminist extraordinary ann bronte masterpiece tenant wildfell hall actually emerging primeval slime restrictive corset bodily mental societal heroine helen huntingdon escape miserable marriage flees brutality alcoholism brave abusive husband fury society pinched intolerance malicious gossip wreak change life pay price retains self respect fall love along way emerges battered victorious strong love watching woman like screen actor superb best brit offer love story beautifully handled real passion feeling well matched actor tara fitzgerald inhabits every aspect complicated heroine said reviewer le sharply defined beautiful face could survive petrifying hairstyle toby stephen striking spark contributes right combination headstrong handsome youth passionate yearning vulnerability rupert graf one favourite british actor ever enjoys charismatic villain much almost end one perfect supporting cast ably create world sink without feeling coarse compromise made modern taste without felt preached another bbc classic highly recommended romantic literature dramatised,pos
remember first saw short really laughing hard like lot film seen sound came curly really great singing opera one surprised consider career professional singer really good noticed filmed near end curly career stooge could really tell changed lost weight thinner voice deepening face getting lined wrinkle though still could pull looked like fifty age forty suffering many minor stroke big one ended career still managed pull last one mind fact curly really getting ill point actually one funniest short know mind fact curly really changing still thought great,pos
first heard solar crisis got load cast wondered never heard movie big cast saw know movie encompasses outer space sun vast desert sprawling metropolis awfully cramped claustrophobic feature feel like everyone hunkered close together camera pull far back effect good pretty underwhelming talking imminent destruction planet earth team scientist soldier deflect deadly solar flare shouting sweating red glow everything real feel emergency get started cast heston palance matheson boyle et al movie without even bothering act feel material anyone guess make wonder else condo paid hollywood far end go well let say tense intriguing little late effort like kept kind pace film maybe would heard solar crisis sooner two star mostly lost opportunity bad career move wonder alan smithee keep job junk like,neg
forbidden planet best sf film golden age sf cinema make great film sense wonder soon spaceship land audience via ship human crew travel intelligent sometimes terrifying adventure meet unforgetable robbie mysterious dr morbuis beautiful innocent daughter altair learn former inhabitant planet krell died overnight nitpick say planet obviously filmed movie studio painted backdrop add sense menace claustraphobia feel bebe louis barron electronic music add even atmosphere shocked film top 250 imdb film,pos
exactly sort saturday matinee serial loved world war ii ten year age audience serial designed looking one must roar ineptitude stupidity budget must next nothing given shortcut repeat acting well republic picture 1944 read line doubt one take make convincing one half star,neg
entertaining film follows rehearsal process ny production macbeth although lot say power jealousy ambition theme macbeth modern world film work best taking seriously recognizable actor john glover gloria reuben david lansbury nice job main role highlight hilarious scene murder banquo john elsen rehearsed probably entertaining film involved theatre anyone enjoys shakespeare enjoy film,pos
cornel wilde three dumbbell search sunken treasure south atlantic treasure hunter led wilde fight group territorial shark cute little sneer hungry face wilde merry men must find way take menu begin excavating old spanish galleon filled gold bullion crew engages small eternity pushing shoving arguing listening wilde annoying health tip 5 crazy convict board boat complicate thing battle wit get treasure get see inside shark stomach look like least wilde shape wearing exactly thing wore naked prey 10 year earlier remained excellent condition made budget 75 cent,neg
la teta la luna breast moon describes life 9 10 year old boy named tete obsessed breast growing catalunya love movie character honest human like character bigas luna movie also director jamon jamon tete reminded intriguing exciting life age also catalunya north east spain brought lot memory mind movie show beautiful catalunya nice people nice life specially lot non uptight people,pos
movie rather odd viewing experience movie obviously based play sure everything movie work fine play movie feel terribly interesting enough watch movie way stagey even bothered change dialog make fitting movie instead presented almost literally filming stage play top character staged dialog storyline really work movie becomes almost complete bore obsolete viewing experience take figure comedy watching first think drama watching quirky character movie progress notice movie tragicomedy lean really toward comedy genre rather drama genre character dialog really thing make movie quirky top one time really become unwatchable sure actor great peter toole susannah york amongst others really uplift movie level watchable enough story feel totally disorientated basicaly story nothing mainly focus brother sister character played peter toole susannah york exactly story even movie feel like pointless obsolete one little offer like said sure story good interesting watch stage movie really fitting simply work editing simply dreadful time becomes even laughable bad certain sequence expect director j lee thompson obviously done far better movie rather failed stage play translated screen project really worth time,neg
honestly saw movie year ago immediately wanted turn sat next 10 minute realized actor playing navin stole show facial expression comedic demeanor make shake head comedy marty feldman thing going much much talent taking nothing away marty movie really shocked close original jerk much really think movie released first saw steve martin movie 2nd think 2nd cheap rip know sound like bold statement true actually like steve martin great deal performance 2nd actor jerk wish could get copy collection urge see find,pos
good episode new twilight zone actually includes interesting idea clever story note based short story examination day set future year unknown point cake candle light huge tv looking phone double numerous entertaining machine distributed certain age examination day point 12 year old must undergo government required iq test kid story dickie jordan david mendenhall celebrating 12th birthday smart kid calm even eager take test seen friend pas easily know excel based school grade parent christopher allport elizabeth norment hand say used birthday wish getting good score reason includes believe capable need worry pretty obvious worried give anything away ending say point get glimpse come far as test heavy subject evening another parent ask dickie whether prefer watch tv night today standard pleased say rather read nothing worth watching would family ask flavor encouraged discouraged future reminded bit atmosphere harrison bergenon hear received great adaptation screen wish could provided opening closing narration make theme powerful obsolete man found better short story based read one message charity based would like since interesting 16 year ld boy peter robert duncan mcneill suffering fever unclean water always common massachusetts hometown able see eye young puritan woman suffering type fever charity payne kerry noonann also find able experience go around recover especially since common happen 1985 connection go away charity curious sight sound record 1985 enjoy company especially peter promoted grade school enough always felt isolated student even college staying one place thing take unexpected turn though charity reveals experience friend take claim 13 colony breach england sign bewitchment added fact spared death fever common 1700 two try learn way save ending sad interesting final moment make touching segment episode include lot pain time lesson warning sound like something rod sterling would cooked entertainment make cheerful watching reminder friendship love wisdom great deal probably theme somehow think would approved sterling crew,pos
remember seeing film west end theater louisville kentucky boy scene dr carmus find gardener coffin breathing dead body therein scariest part movie intensified darkness film also wondered people hanging tree end recognized part film family name blackwood changed blackblood due fact family history character known many hanging various people sir thomas blackwood seemed get kick adding death caused family also noticed foster first enters gate cemetery careful noticing sharp object gate meet end would hesitate recommend film horror movie lover,pos
wife fanatic regard show case bought season one three season four order personally think show one big farce cast equally bad alyssa milano stuck trash movie made poison ivy embrace vampire name female supporting cast member equally inept portrayal seen better special effect old republic picture serial saw child understand male lead remained show short period time even though know choosing please please renew another season enough enough bob,neg
reason certain film go straight video course obvious reason naughty theater audience release straight video course really fair film good yet also released straight video one exception although film good actor least actor potential amy adam oscar nominee talented actress robin dunne deserves better least better agent sarah thompson deserves role departure teen melodrama film also misstated film take place cruel intention therefore film actually prequel rather stupid one waste really film level soft core porn pay per view masturbation film fortunately actor hopefully able erase resume looking see something naughty courage buy porn rent film starter,neg
fun watch spookily atmospheric effect pretty good considering bang middle world war two plot unravel pretty quickly end villain getting comeuppance must good one watch local flea pit 1940 facing biggest threat liberty nazi well made quite serious message danger britain third columnist arthur askey annoying unfunny wanted shut well least suppose different taste different time clowning around became tiresome playing annoying little man part script succeeded good watch quite short 80 minute good background older kid idea train travel austere time like uncomfortable slow dirty train thrown reason surly staff,pos
first like say user comment alone left tear eye laughing one comment bad sf movie become good comedy right mark mst3000 made living look angry red planet fever dream 10 year old comic book reader 1959 handle sucker element pseudoscience occasionally logical often hilariously infantile adolescent boy attitude toward sex gigolo captain good call one guy making eye buxom scientist hair red wonder set fire alarm ridiculous conception mar planet alien everything glow red yet one alien monster mouse face blob alien eye rotates like kid toy comic relief overweight astronaut sound like never finished 8th grade brooklyn psychotic fixation ray gun course mere fact alien dangerously evil people met e would roasted two second flat ow indeed get wrong rated movie low still never boring except scientist try explain everything make sound ridiculous admit little kid core make jump time okay admit guess never 10,neg
truly terrible pretentious endless film director bellocchio seems infatuated pretty face figure actress detmers blame maybe maybe focused attention little making good engaging film hate sex film pose art film become respectable frequent occasionally hot sex scene reason movie existence whether worth sitting rest picture strictly matter taste,neg
believe watched total piece crap feel obligated warn others avoid cost one main character announces gay twice first five minute ignore typical pc nonsense figure get better faggoty boyfriend hanging make sick thankful freak wrote directed grossout somehow attempting little restraint mean get real one thing gay character appearing movie screwed time quite another continually slapped screen examined close personal liner note clearly state flick supposed mother seeking sort closure sudden death daughter one thing one might tempted ask apparently two issue inextricably interwoven bad enough bearded lady ice cream parlor mean seriously poor woman ever heard electrolysis must go around like least shaving ugly thing horrible mole removed would slurp ice cream served think must new jersey thing think diane keaton might save piece drek think actually trying put lipstick corpse even wan na think body supposed dead daughter grotesque excuse cinema slop word go one wish character would simply walk wave keep going none flaky people even remotely gain sympathy instant trust pas piece crap death mother inadvertently suffocated daughter even much unsavory issue keep bringing matter little want hear load perverted trash misguided talentless director,neg
gave 10 since everyone else seemed like would churlish reason troubling add personal observation castle work seen homicidal tingler version clever colour sequence everything except blood black white time house haunted hill many time even old enough seen castle showman trick thus appreciate merit pas second rate schlocky hammy etc believe disservice end sequence homicidal genuinely shocking work today premise tingler silly highly original house haunted hill triumph used frank lloyd wright house exterior great vincent price solid cast plus good score production value first saw packed late night showing late sixty produced audience reaction seen seen since bit heroine alone basement seen film stop reading waiting hear hero side wall telegraphing coming camera slowly pull back forcing audience switch gaze saying spoiler declaration cover movie point believe ploy deliberate accidental happened whole audience screamed including men took audience ten minute calm superior film making flamboyant showman might house two film mentioned good movie castle may hitchcock ed wood either easy concentrate someone quirk forget examine talent hope documentary acknowledged look forward seeing,pos
first heard series animetv say show seen one top see show really got first volume show best really liked animation fight scene awesome say favorite character show saber archer course also like illya course episode volume interesting cool another thing say series michael mcconnohie famous transformer others playing voice berserker cool character even watched entire series watching final volume see something good see show best,pos
nice pleasant funny earth shattering good job showing behind scene world theater group life actor three witch great stage would assume movie work wonderfully lot apparent inside joke one involved theater,pos
industry dropped ball trailer movie justice opened hand full screen people opportunity see work mouth would made successful 2 lead actress give great emotional performance really draw story especially character checked based rave recommendation richard roeper ebert roeper book example great film never got fully released except screen gave chance seen movie go video quickly good oscar worthy tragedy many level never even hear maybe via word mouth gain following dvd cable see movie great performance 2 lead actress make movie could another formulaic teen movie school special instead stand well note worthy film girl interrupted come mind like like girl one amazing emotional scene another without coming melodramatic even though alicia angry deanna cry movie done real way come stereotypical character melodramatic movie move many scene aspiring actor use real performance school erica even better traffic hope actor get role utilize talent well let shine see movie like recommend friend get lost among blockbuster crap come every year movie buried spiderman 2 top record kind word living aghhh make world right see recommend,pos
dominique one film expression slow molasses must invented many endless repetitive sequence many time see robertson walking stair slowly hear someone playing piano almost redeemed end surprising twist unfortunately followed second twist succeeds leaving bad taste mouth enjoyable film,neg
delightful little thriller open trevor howard jag convertible end dockside liverpool thrill spill ex spy restart career getting serious r r cataloguing butterfly british trevor howard jean simmons frolic london newcastle upon tyne liverpool via ullswater thrown mi5 something guessed run wrongly accused murder seedy dock rolling lake district hill sheep country pub copper getting lost waterfall bunch amateur cyclist rooftop chase lot chinaman ask hitchcocky hannayesque smashing example british noir,pos
read novel tell faithful film story typical mystery material killer target newlywed woman investigator fall love partner diagnosed fatal disease yes sound like soap opera exactly play first dull save murder last make partial comeback pick speed toward twisty conclusion acting strictly sub par though hard blame actor alone screenplay atrocious last stop noticing film actually becomes interesting last director russell mulcahy much element much tv budget network censor back pretty much limited quick cutting distorted lens though managed squeeze couple floor shot murder club restroom unfortunately made tv cool compositional detail us well wider image nowhere found note producer give man reasonable budget anamorphic lens hire summing film bad cinema standard mediocre tv standard watch csi instead mood film like excellent suggestion pick copy dario argento deep red highest recommendation superb film opera even tenebre stronger every category,neg
first heard show heard lot getting good review watched first episode forensic fairy tale proclaims really got hooked loved since show good sense humour fun see good show like cast excellent character want change way unfamiliar show pushing daisy center around man named ned aka pie maker played lee pace discovered special gift boy could bring dead back life touch finger first dog digby however catch keep dead person alive one minute someone else dy learned brought mother back life childhood crush father died ned mother place catch touch person dead time good learned mother kissed goodnight father took boarding school left ned never saw father almost 20 year later ned owns pie bakery cleverly titled pie hole co worker ned olive snook kristin chenoweth crush ned ned reject move trying get close anyone learning past experience private investigator emerson cod chi mcbride discovered gift ned decides make partner solving murder ned touch victim asks killed minute touch solve usually solve throughout episode murder interesting plot people least expect one day ned discovers next murder solve childhood sweetheart charlotte chuck charles anna friel brings back life decides break rule keep alive place funeral director stole jewelery corps died emerson find chuck want help solving murder agree bit hear call chuck dead girl kept secret olive chuck aunt vivian lily ellen greene swoosie kurtz respectively everyone else matter case anyone recognized obituary news etc vivian lily formerly synchronized swimmer left house year emerson ned chuck agree work together ned chuck grow love though touch ever show funny terrific character contains great plot twist definitely get spirit hope get cancelled 13 episode,pos
bickering american family vacationing west discover strange ghost town middle desert little know ghost town test site nuclear bomb deadly presence stalking generally love mystery horror film like cube spielberg duel bird great example movie give answer nonetheless leave u intrigued wanting apparently disappearance writer director walter klenhard trying make kind film whether succeeded viewer personally think got half way film sunk actor kind ho hum especially bad audience never really feel fear react situation unrealistic way anyone else absolutely sick character walking investigate strange sound least give kind justification far made tv film go average fair sure director klenhard commended really milking desert environment everything offered setting striking really cool scene two character find old nuclear test ground sand completely melted glass far eye could see wonder real gore speak creature ever hell people never shown mention never even given real clue mutant alien ghost ancient evil indian spirit oh really narrow u come lot clich town folk kind film always really really dumb always old guy everyone think crazy turn correct bout new scenario folk disappearance try different intelligent ultimately fails many way familiar u fan direct video horror fodder hey seen much worse film disappearance bad average,neg
tell much love movie read review say move confusing like swimming drying concrete say reviewer imagination anyone love fantasy fiction movie ever loved playing dungeon dragon movie especially got oriental adventure sorry get see movie big screen incentive get big screen v,pos
anthony mann western legend legend make best cinema mann work full intensity passion visually dramatic action always excitingly photographed stewart docile actor ability displaying anger neurosis cruelty made anthony mann five remarkable western winchester 73 bend river naked spur far country man laramie winchester 73 stewart reveals darker side offer reserve anger inner ambivalence emotional complexity nature audience till time failed catch carefully chosen cast increase proceeding fine style shelley winter saucy best dan duryea perfect vicious sneering psychopathic villain john mcintire great unscrupulous character charles drake good man attempt face tormentor young rock hudson attempt role indian chief winchester 73 story perfectly crafted highly prized rifle dodge city kansa 1876 stewart estranged brother bear another name stephen mcnally compete fiercely possession though stewart win mcnally steal set cross country stewart pursuit give pursuit element demonic stewart determination revenge father death hand renegade brother revenge fed long standing fratricidal hatred photographed gorgeous black white film come powerful arresting acted deep feeling intense concentration stewart supporting character look fast promising newcomer tony curtis soldier find rifle indian attack,pos
carrie fisher stated one occasion made movie period life heavy cocaine problem remember much would explain made film explain anyone else cast crew believe everybody coke problem one absolute worst movie ever made saying something blame laid foot director tim kincaid writer buddy giovinazzo obvious picture written directed anyone apparently spontaneously came together little evidence coherency consistency design plot sense intelligence anything else really amazing actual professional involved glop co star robert joy done good work film composer jimmie haskell cinematographer arthur mark industry veteran mark also director bad one got involved steaming pile offal beyond comprehension tim kincaid alleged director made quite low rent sci fi horror film seen tell one good one though far worst thing ever done major accomplishment part everything absolutely everything movie 12th rate best cinematography terrible acting laughable special effect make plan 9 outer space look like spider man story trite derivative stupid waste time even looking video box cover let alone renting complete utter annoying total dud,neg
obnoxious eva longoria dy wedding day ice sculpture angel without wing fall back truck kill try ruin relationship ex boyfriend new girlfriend psychic see obvious unoriginal movie bad clich sort way except longoria character hateful obnoxious drain fun film like ear cleaned sandpaper fair longoria anyone else cast crew problem god awful script sink proceeding really really stupid,neg
film shockingly underrated imdb like many film shawshank reasonably good predictable dance competition personal growth film want spend hour half watching sort 8 mile female step dancer think like judging imdb rating guess movie approaching top 250 vote bombed many 1 happens many film mob special effect include non white non straight character american film u film set mostly toronto cue subtle audience may think set entirely u final competition border city detroit liked music liked dance convinced worth 50 000 know character easy eye agree title suck remember anyone film saying word foreign language lot hate film let honest vote 1 mean hated assume expression hate kind people sad,pos
choice make snl skit movie far better thought recent one humor involved character annoyance humor also character driven enough stretched hour two oddly enough sexual content seemed like could avoided may constraint live television schooled expect suppose thinking leisure suit larry risqu producer definitely pg 13 movie probably hurt ever reaching height successful predecessor still better premise writing dismal one liked doubt smash hit sad tim meadow tends character annoy quite frequency snl alumnus tend,pos
laugh clown laugh released 1928 star legendary lon chaney circus clown named tito tito raised foundling young beautiful loretta young adulthood name simonetta tito raised girl circus life become accomplished ballerina chaney give usual great performance could get past fact tito well middle age hots young simonetta although biological father raised like daughter kind ick factor permeates throughout film tito competes simonetta affection young handsome count luigi nil asther simonetta clearly fall young man feel guilt abandoning tito loyalty romantic love whole premise film ridiculous find amazing one film tell tito stupid old fool reveals end film noteworthy loretta young would go great career adore chaney brilliance actor whole film seems downright creepy,neg
film pure hollywood hokum based upon novel called narrow deep richard sale may may interesting would take research find story film take granted many incident much background obviously existed novel nowhere seen film either film savagely cut screenplay mess start one millisecond film remotely realistic either term event character pure hollywood fantasy every respect two well known actor paul lukas peter lorre used wasted point film must thrown mix manner one add sprinkling chopped chive omelette hoping flavour enhanced film ponderous attempt producing morality tale corny laughable story concern hardened criminal imprisoned french guiana want escape french colonial prison jungle much hollywood set jungle rubber snake naturally woman story joan crawford ham luck tramp reason becomes irresistible clark gable one escaped criminal crawford escaping jungle wear high heeled shoe keep makeup fresh gable flirt grimace make mawkish expression crinkling brow wont smirking looking suggestively everybody manner acting hard treat character hardened criminal always trying hard clark gable surely time left thief attention seeker definition busy steal unsuited task requires people see whole escapade ridiculous regarded light entertainment attempt religiosity depth made injecting story mysterious angel mercy voluntarily walk prison pretend inmate help escape accompanies criminal minister various death helping find peace last gasp character played well ian hunter retains throughout convincing air secret knowledge smile enigmatically make cryptic prophetic remark small spot trained face give heavenly glow theme meant redemption might call donald duck version hollywood go moral get heavy real depth hitchcock confess 1953 show really done contrast piece trivial nonsense show bare cupboard meaning tinsel town went rummaging something might mean something could come guessed tinsel,neg
certainly one time fav episode trek much going one film crazy cool first guy beam alien planet thats explode meet freaky librarian type dude well played kirk manages get transported back much like 16th century earth mccoy spock try follow instead nearly freeze death frozen version alien world 100 000 year past kirk manages get locked charged witchcraft spock enjoys amok time sexy cavegirl vanquished frozen awful world bad guy spock decides he happy he give mccoy royal assestment whuppin doc suggests need look way anyhow finally escape leaving poor cavegirl behind take ton convincing spock finally give leaf literally taste sadness end leaving cavegirl alone frozen wasteland seems cruel really touching spock must vulkin mind leave behind greatest hope love human albeit nice neighborhood anyway get much bang buck episode love story salem witch trial spock human desperation left total isolation abandoned three entirely different setting alien planet amazing managed jam one fifty minute film one classic miss want dvd fer shure vulcan,pos
cameraman revenge unusual short subject matter adultery animated winsor mccay introduced little nemo film time depicts bug tell story ladislaw starewicz originally wanted film actual bug fighting get camera hot light suffered took dead one started using stop motion technique manipulate movement satisfaction short good job putting human characteristic little creature riding motorcycle painting filming kissing dancing starewicz would also make frogland 1922 mascot 1933 first notable work would one interested short mentioned check local library borrow dvd cameraman revenge fantastic tale image entertainment,pos
anita seems little excuse meera syal author novel screenplay air prejudice grievance general antipathy towards english general sentiment indian superiority english film foul english people film portrayed overweight violent foul mouthed promiscuous engaging child neglect stupid uneducated racist ugly eating poor food dim witted tellingly turning indian culture local priest redeemed end film contrast indian family beautiful clever educated speak many language caring loving parent grammar school fodder film insidiously prejudicial astonished bbc funded way round english family indian community depicted way film would seen racist moment eyebrow shot far forehead thought would lodge hairline first gossip scene woman divali celebration undertext english dirty promiscuous men undertext english woman prostitute second meal anita neema family lie cutlery undertext english stupid make anything underlying contempt towards anything english even english wedding object scorn evident way film character anita drawn appallingly almost fallen woman trope finished film feeling angry bend like beckham humour focused loving exaggeration community behaviour custom somebody within community film two girl different background coming together instead anita seems convey form cultural apartheid inevitable english almost version indian untouchable caste underscored thinly veiled series attack upon film community english felt anita hate filled grievance based piece work basis bbc funded production,neg
borrowed movie library think might delightful wrong bad movie write something mira sorvino bad movie painful watch scene pretty girl movie seductive witness awkward attempt seduce almost major character ridiculous dialog film pretentious lack humorous fact make acceptable totally failure,neg
nina foch insists name julia ross 1945 film noir also starring dame may witty george macready short film suffers could stood good fifteen minute half hour longer growing foch fixture television playing neurotic woman wife cheating husband nervous wreck became one great acting teacher los angeles pretty young ingenue playing title role julia answer ad secretary hired immediately mr hughes son ralph little know though learn immediately employment agent front set get right woman assignment woman family boyfriend live situation julia get house drugged wake told mr hughes allowed leave acting good low budget still entertaining thing particularly end happen way quickly said movie short nevertheless recommend,pos
well gave away 95 minute 47 second never get back piece trash heard someone online describe movie villain subhuman cannibal thought promising thought would like descent wrong descent psychological thriller dynamic character strong storyline villain totally unrealistic part performance enjoyable watch movie controversial seen level gore many film movie plain suck synopsis blonde think real hot admirer admirer friend remember name go wood car break warned leave man named mark blonde get unreasonably hysterical next morning find admirer friend admirer impales foot whoop worry much upset car start get impaled nail nanosecond coaxing blond leaf find help event ensue remember throughout movie shown grotesque torture scene substance including one made gag blonde go save admirer house cannibal even though seen eating intestine would logically last choice real cannibal eat since contain actual food blonde find admirer hurt work hard unsuccessfully work tear get good laugh blonde house announces think mark man warned leave remarkable change character reveals cannibal family shooting leave house shooting continues random guy show say watching shot shown acid trip inspired scene killing blonde admirer shoot help killing admirer professes love blonde mysterious hand cover camera imply know hopefully sequel,neg
man really find hard believe wonderful alan ball anything mess seen first two episode thus far think safely say show going must see list got many thing working none actor cast particularly good anna paquin lead character sookie awful remember better lot thing seen maybe writing really much fun look either moment honest look downright ugly actor play bill marginally better character supposed sort wooden aloof actor best clich character difficult perform accent given tough job tara absolute misery watch rutina wesley absolutely murder accent like nail chalkboard bad almost awful nelsan elli difficult understand even saying sometimes character well tara also seem bit racist know character say whycome hbo show wire seems bit odd rounding cast far sookie doddering grandmother sex addict brother bit genius casting seen william sanderson sheriff story seems meandering towards destination point real worry keeping viewer interested romance stuff dark shadow sy although show ups camp factor something like old dark shadow episode time ten time seemed campy assume intended unlike show buffy pulled camp masterfully show place campiness extreme gore graphic sex show averse either done well many hbo show least prolonged rough sex scene involving jason stackhouse seem bit top pointless nice thing really think say mess liked opening title sequence hbo string bad luck show lately hope cancel first season try get something better air,neg
